"id","gu_code","시군구명","연료_코드","연료명","용도별_코드","용도별","승용","승합","화물","특수","계"
294,11560,영등포구,m,하이브리드(경유+전기),1,사업용,12,0,0,0,12
295,11410,서대문구,e,전기,1,사업용,317,112,108,0,537
296,11410,서대문구,o,하이브리드(CNG+전기),1,사업용,0,2,0,0,2
297,11260,중랑구,j,CNG,2,비사업용,9,2,9,0,20
298,11410,서대문구,n,하이브리드(LPG+전기),2,비사업용,17,0,0,0,17
299,11260,중랑구,j,CNG,1,사업용,0,258,0,0,258
300,11560,영등포구,l,하이브리드(휘발유+전기),2,비사업용,14444,23,39,1,14507
301,11410,서대문구,n,하이브리드(LPG+전기),1,사업용,9,0,0,0,9
302,11260,중랑구,b,경유,2,비사업용,21583,2079,9264,212,33138
303,11650,서초구,e,전기,1,사업용,319,76,220,0,615
304,11560,영등포구,l,하이브리드(휘발유+전기),1,사업용,151,1,2,3,157
305,11410,서대문구,m,하이브리드(경유+전기),2,비사업용,162,0,0,0,162
306,11560,영등포구,a,휘발유,2,비사업용,23922,21,104,0,24047
307,11650,서초구,n,하이브리드(LPG+전기),2,비사업용,25,0,0,0,25
308,11410,서대문구,m,하이브리드(경유+전기),1,사업용,2,0,0,0,2
309,11260,중랑구,b,경유,1,사업용,270,165,1905,306,2646
310,11650,서초구,m,하이브리드(경유+전기),2,비사업용,690,0,0,0,690
311,11560,영등포구,a,휘발유,1,사업용,67,0,1,0,68
312,11260,중랑구,z,기타연료,2,비사업용,2,40,104,25,171
313,11650,서초구,m,하이브리드(경유+전기),1,사업용,36,0,0,0,36
314,11560,영등포구,h,휘발유(무연),2,비사업용,46266,28,62,1,46357
315,11260,중랑구,z,기타연료,1,사업용,0,0,18,0,18
316,11650,서초구,l,하이브리드(휘발유+전기),2,비사업용,23033,32,49,2,23116
317,11560,영등포구,h,휘발유(무연),1,사업용,190,0,2,0,192
318,11410,서대문구,l,하이브리드(휘발유+전기),2,비사업용,9272,23,25,3,9323
319,11260,중랑구,q,수소,2,비사업용,70,0,0,0,70
320,11650,서초구,l,하이브리드(휘발유+전기),1,사업용,414,0,0,0,414
321,11560,영등포구,g,휘발유(유연),2,비사업용,51,0,0,0,51
322,11410,서대문구,l,하이브리드(휘발유+전기),1,사업용,116,2,1,0,119
323,11650,서초구,a,휘발유,2,비사업용,42297,40,146,2,42485
324,11590,동작구,j,CNG,2,비사업용,2,2,5,0,9
325,11410,서대문구,a,휘발유,2,비사업용,15946,11,79,3,16039
326,11650,서초구,a,휘발유,1,사업용,333,1,1,0,335
327,11590,동작구,j,CNG,1,사업용,0,28,0,0,28
328,11260,중랑구,r,수소전기,2,비사업용,5,0,0,0,5
329,11410,서대문구,a,휘발유,1,사업용,14,0,0,0,14
330,11650,서초구,h,휘발유(무연),2,비사업용,51127,34,99,1,51261
331,11590,동작구,b,경유,2,비사업용,19234,1612,5045,117,26008
332,11260,중랑구,c,엘피지,2,비사업용,5446,462,1290,15,7213
333,11410,서대문구,h,휘발유(무연),2,비사업용,30340,26,46,0,30412
334,11650,서초구,h,휘발유(무연),1,사업용,791,0,0,0,791
335,11590,동작구,b,경유,1,사업용,69,86,806,172,1133
336,11260,중랑구,c,엘피지,1,사업용,4444,30,569,17,5060
337,11410,서대문구,h,휘발유(무연),1,사업용,491,0,0,0,491
338,11590,동작구,z,기타연료,2,비사업용,1,32,87,29,149
339,11260,중랑구,e,전기,2,비사업용,1780,3,299,3,2085
340,11410,서대문구,g,휘발유(유연),2,비사업용,29,0,0,0,29
341,11590,동작구,z,기타연료,1,사업용,0,0,5,0,5
342,11260,중랑구,e,전기,1,사업용,721,125,227,0,1073
343,11650,서초구,g,휘발유(유연),2,비사업용,45,0,0,0,45
344,11440,마포구,j,CNG,2,비사업용,6,0,16,0,22
345,11590,동작구,q,수소,2,비사업용,118,0,1,1,120
346,11680,강남구,j,CNG,2,비사업용,7,8,18,0,33
347,11260,중랑구,n,하이브리드(LPG+전기),2,비사업용,26,0,0,0,26
348,11440,마포구,j,CNG,1,사업용,0,125,0,0,125
349,11260,중랑구,n,하이브리드(LPG+전기),1,사업용,6,0,0,0,6
350,11440,마포구,b,경유,2,비사업용,20760,1740,7309,256,30065
351,11260,중랑구,m,하이브리드(경유+전기),2,비사업용,136,0,0,0,136
352,11680,강남구,j,CNG,1,사업용,0,167,0,0,167
353,11440,마포구,b,경유,1,사업용,640,276,2186,437,3539
354,11440,마포구,z,기타연료,2,비사업용,2,46,137,33,218
355,11590,동작구,r,수소전기,2,비사업용,8,0,0,0,8
356,11440,마포구,z,기타연료,1,사업용,0,0,41,0,41
357,11590,동작구,c,엘피지,2,비사업용,3834,297,801,22,4954
358,11440,마포구,q,수소,2,비사업용,179,0,0,0,179
359,11260,중랑구,m,하이브리드(경유+전기),1,사업용,2,0,0,0,2
360,11680,강남구,b,경유,2,비사업용,39948,2875,10931,306,54060
361,11590,동작구,c,엘피지,1,사업용,833,1,196,2,1032
362,11260,중랑구,l,하이브리드(휘발유+전기),2,비사업용,8726,16,51,3,8796
363,11680,강남구,b,경유,1,사업용,429,352,1690,141,2612
364,11590,동작구,e,전기,2,비사업용,2415,3,183,2,2603
365,11260,중랑구,l,하이브리드(휘발유+전기),1,사업용,181,0,3,0,184
366,11680,강남구,z,기타연료,2,비사업용,11,79,350,81,521
367,11590,동작구,e,전기,1,사업용,151,15,98,0,264
368,11440,마포구,q,수소,1,사업용,1,16,0,0,17
369,11260,중랑구,a,휘발유,2,비사업용,15688,13,96,0,15797
370,11680,강남구,z,기타연료,1,사업용,0,0,158,0,158
371,11590,동작구,n,하이브리드(LPG+전기),2,비사업용,26,0,0,0,26
372,11440,마포구,r,수소전기,2,비사업용,15,0,0,0,15
373,11680,강남구,q,수소,2,비사업용,237,0,0,0,237
374,11440,마포구,c,엘피지,2,비사업용,3351,422,890,8,4671
375,11260,중랑구,a,휘발유,1,사업용,11,0,1,0,12
376,11680,강남구,q,수소,1,사업용,16,0,1,0,17
377,11590,동작구,n,하이브리드(LPG+전기),1,사업용,2,0,0,0,2
378,11440,마포구,c,엘피지,1,사업용,1421,7,260,56,1744
379,11260,중랑구,h,휘발유(무연),2,비사업용,37714,16,49,0,37779
380,11590,동작구,m,하이브리드(경유+전기),2,비사업용,185,0,0,0,185
381,11440,마포구,e,전기,2,비사업용,2943,8,511,8,3470
382,11260,중랑구,h,휘발유(무연),1,사업용,328,0,0,0,328
383,11590,동작구,l,하이브리드(휘발유+전기),2,비사업용,11687,17,23,1,11728
384,11440,마포구,e,전기,1,사업용,303,156,154,0,613
385,11260,중랑구,g,휘발유(유연),2,비사업용,40,0,0,0,40
386,11590,동작구,l,하이브리드(휘발유+전기),1,사업용,37,0,1,0,38
387,11680,강남구,r,수소전기,2,비사업용,23,0,0,0,23
388,11290,성북구,j,CNG,2,비사업용,7,8,15,0,30
389,11590,동작구,a,휘발유,2,비사업용,19057,9,60,0,19126
390,11680,강남구,c,엘피지,2,비사업용,4302,654,1361,13,6330
391,11290,성북구,j,CNG,1,사업용,0,628,0,0,628
392,11590,동작구,a,휘발유,1,사업용,12,0,0,0,12
393,11440,마포구,n,하이브리드(LPG+전기),2,비사업용,31,0,0,0,31
394,11680,강남구,c,엘피지,1,사업용,2267,6,139,1,2413
395,11290,성북구,b,경유,2,비사업용,23890,2011,6625,158,32684
396,11590,동작구,h,휘발유(무연),2,비사업용,37094,22,46,0,37162
397,11440,마포구,n,하이브리드(LPG+전기),1,사업용,4,0,0,0,4
398,11680,강남구,e,전기,2,비사업용,10028,15,592,4,10639
399,11290,성북구,b,경유,1,사업용,5,256,1100,98,1459
400,11680,강남구,e,전기,1,사업용,4666,13,150,0,4829
401,11290,성북구,z,기타연료,2,비사업용,2,58,170,48,278
402,11680,강남구,n,하이브리드(LPG+전기),2,비사업용,34,0,0,0,34
403,11440,마포구,m,하이브리드(경유+전기),2,비사업용,250,0,0,0,250
404,11590,동작구,h,휘발유(무연),1,사업용,166,0,0,0,166
405,11290,성북구,z,기타연료,1,사업용,0,0,3,0,3
406,11680,강남구,n,하이브리드(LPG+전기),1,사업용,2,0,0,0,2
407,11440,마포구,m,하이브리드(경유+전기),1,사업용,10,0,0,0,10
408,11590,동작구,g,휘발유(유연),2,비사업용,36,0,0,0,36
409,11290,성북구,q,수소,2,비사업용,73,0,0,0,73
410,11680,강남구,m,하이브리드(경유+전기),2,비사업용,991,0,0,0,991
411,11440,마포구,l,하이브리드(휘발유+전기),2,비사업용,12633,17,24,0,12674
412,11620,관악구,j,CNG,2,비사업용,5,15,4,0,24
413,11290,성북구,r,수소전기,2,비사업용,14,0,0,0,14
414,11680,강남구,m,하이브리드(경유+전기),1,사업용,30,0,0,0,30
415,11440,마포구,l,하이브리드(휘발유+전기),1,사업용,241,6,2,7,256
416,11620,관악구,j,CNG,1,사업용,0,178,0,0,178
417,11290,성북구,r,수소전기,1,사업용,0,1,0,0,1
418,11680,강남구,l,하이브리드(휘발유+전기),2,비사업용,30712,51,93,0,30856
419,11440,마포구,a,휘발유,2,비사업용,22503,13,104,1,22621
420,11620,관악구,b,경유,2,비사업용,21518,2121,7132,177,30948
421,11620,관악구,b,경유,1,사업용,89,54,1478,164,1785
422,11620,관악구,z,기타연료,2,비사업용,0,27,135,29,191
423,11290,성북구,c,엘피지,2,비사업용,4554,346,972,10,5882
424,11680,강남구,l,하이브리드(휘발유+전기),1,사업용,1141,0,0,0,1141
425,11620,관악구,z,기타연료,1,사업용,0,0,8,0,8
426,11290,성북구,c,엘피지,1,사업용,1641,10,381,2,2034
427,11440,마포구,a,휘발유,1,사업용,91,0,0,0,91
428,11680,강남구,a,휘발유,2,비사업용,62169,54,218,3,62444
429,11620,관악구,q,수소,2,비사업용,109,0,0,0,109
430,11290,성북구,e,전기,2,비사업용,2642,7,270,2,2921
431,11440,마포구,h,휘발유(무연),2,비사업용,38124,17,58,0,38199
432,11680,강남구,a,휘발유,1,사업용,325,0,0,0,325
433,11290,성북구,e,전기,1,사업용,278,173,161,0,612
434,11680,강남구,h,휘발유(무연),2,비사업용,70050,42,157,0,70249
435,11440,마포구,h,휘발유(무연),1,사업용,1166,1,0,0,1167
436,11290,성북구,n,하이브리드(LPG+전기),2,비사업용,41,0,0,0,41
437,11680,강남구,h,휘발유(무연),1,사업용,2779,0,0,0,2779
438,11440,마포구,g,휘발유(유연),2,비사업용,32,0,0,0,32
439,11620,관악구,r,수소전기,2,비사업용,11,0,0,0,11
440,11290,성북구,n,하이브리드(LPG+전기),1,사업용,7,0,0,0,7
441,11680,강남구,g,휘발유(유연),2,비사업용,75,0,0,0,75
442,11470,양천구,j,CNG,2,비사업용,7,2,14,0,23
443,11290,성북구,m,하이브리드(경유+전기),2,비사업용,200,0,0,0,200
444,11710,송파구,j,CNG,2,비사업용,7,7,15,0,29
445,11470,양천구,j,CNG,1,사업용,0,479,1,0,480
446,11710,송파구,j,CNG,1,사업용,1,656,0,0,657
447,11470,양천구,b,경유,2,비사업용,26907,2188,8806,227,38128
448,11620,관악구,c,엘피지,2,비사업용,5179,386,946,5,6516
449,11710,송파구,b,경유,2,비사업용,41909,2850,13627,311,58697
450,11470,양천구,b,경유,1,사업용,70,87,2089,419,2665
451,11620,관악구,c,엘피지,1,사업용,2140,7,471,2,2620
452,11710,송파구,b,경유,1,사업용,629,596,3913,359,5497
453,11290,성북구,l,하이브리드(휘발유+전기),2,비사업용,12069,29,41,0,12139
454,11470,양천구,z,기타연료,2,비사업용,2,50,167,44,263
455,11710,송파구,z,기타연료,2,비사업용,1,114,293,99,507
456,11290,성북구,l,하이브리드(휘발유+전기),1,사업용,43,0,1,0,44
457,11470,양천구,z,기타연료,1,사업용,0,0,46,0,46
458,11620,관악구,e,전기,2,비사업용,1961,2,246,2,2211
459,11290,성북구,a,휘발유,2,비사업용,20565,14,110,3,20692
460,11710,송파구,z,기타연료,1,사업용,0,0,125,0,125
461,11620,관악구,e,전기,1,사업용,424,109,261,0,794
462,11290,성북구,a,휘발유,1,사업용,7,0,0,0,7
463,11710,송파구,q,수소,2,비사업용,219,0,0,0,219
464,11290,성북구,h,휘발유(무연),2,비사업용,42186,17,50,0,42253
465,11620,관악구,n,하이브리드(LPG+전기),2,비사업용,48,0,0,0,48
466,11470,양천구,q,수소,2,비사업용,136,0,0,0,136
467,11290,성북구,h,휘발유(무연),1,사업용,15,0,0,0,15
468,11620,관악구,n,하이브리드(LPG+전기),1,사업용,1,0,0,0,1
469,11470,양천구,q,수소,1,사업용,1,0,0,0,1
470,11710,송파구,q,수소,1,사업용,2,7,0,0,9
471,11290,성북구,g,휘발유(유연),2,비사업용,38,0,0,0,38
472,11620,관악구,m,하이브리드(경유+전기),2,비사업용,108,0,0,0,108
473,11470,양천구,r,수소전기,2,비사업용,13,0,0,0,13
474,11305,강북구,j,CNG,2,비사업용,2,8,9,0,19
475,11620,관악구,l,하이브리드(휘발유+전기),2,비사업용,10440,17,36,1,10494
476,11470,양천구,r,수소전기,1,사업용,1,0,0,0,1
477,11305,강북구,j,CNG,1,사업용,0,539,0,0,539
478,11620,관악구,l,하이브리드(휘발유+전기),1,사업용,121,7,1,0,129
479,11305,강북구,b,경유,2,비사업용,13935,1486,5386,129,20936
480,11620,관악구,a,휘발유,2,비사업용,17733,14,81,0,17828
481,11710,송파구,r,수소전기,2,비사업용,21,1,0,0,22
482,11620,관악구,a,휘발유,1,사업용,5,0,0,0,5
483,11710,송파구,r,수소전기,1,사업용,0,12,0,0,12
484,11620,관악구,h,휘발유(무연),2,비사업용,40930,28,48,0,41006
485,11710,송파구,c,엘피지,2,비사업용,6882,639,1834,16,9371
486,11305,강북구,b,경유,1,사업용,13,23,776,109,921
487,11620,관악구,h,휘발유(무연),1,사업용,294,2,0,0,296
488,11305,강북구,z,기타연료,2,비사업용,0,13,73,17,103
489,11620,관악구,g,휘발유(유연),2,비사업용,47,0,0,0,47
490,11470,양천구,c,엘피지,2,비사업용,5841,466,1128,5,7440
491,11305,강북구,q,수소,2,비사업용,38,0,0,0,38
492,11650,서초구,j,CNG,2,비사업용,7,8,16,0,31
493,11710,송파구,c,엘피지,1,사업용,4421,152,620,4,5197
494,11470,양천구,c,엘피지,1,사업용,4073,4,332,4,4413
495,11305,강북구,r,수소전기,2,비사업용,4,0,0,0,4
496,11650,서초구,j,CNG,1,사업용,0,408,0,0,408
497,11710,송파구,e,전기,2,비사업용,6253,13,481,11,6758
498,11470,양천구,e,전기,2,비사업용,2807,2,301,0,3110
499,11710,송파구,e,전기,1,사업용,695,134,264,0,1093
500,11650,서초구,b,경유,2,비사업용,28658,2229,8426,219,39532
501,11470,양천구,e,전기,1,사업용,380,168,283,0,831
502,11710,송파구,n,하이브리드(LPG+전기),2,비사업용,60,0,0,0,60
503,11650,서초구,b,경유,1,사업용,281,145,3484,203,4113
504,11470,양천구,n,하이브리드(LPG+전기),2,비사업용,35,0,0,0,35
505,11710,송파구,n,하이브리드(LPG+전기),1,사업용,63,0,0,0,63
506,11650,서초구,z,기타연료,2,비사업용,3,54,230,53,340
507,11470,양천구,n,하이브리드(LPG+전기),1,사업용,63,0,0,0,63
508,11710,송파구,m,하이브리드(경유+전기),2,비사업용,702,0,0,0,702
509,11650,서초구,z,기타연료,1,사업용,0,0,110,0,110
510,11470,양천구,m,하이브리드(경유+전기),2,비사업용,238,0,0,0,238
511,11710,송파구,m,하이브리드(경유+전기),1,사업용,14,0,0,0,14
512,11650,서초구,q,수소,2,비사업용,195,4,0,0,199
513,11470,양천구,l,하이브리드(휘발유+전기),2,비사업용,14673,26,41,0,14740
514,11305,강북구,c,엘피지,2,비사업용,3474,344,798,11,4627
515,11650,서초구,q,수소,1,사업용,1,0,0,0,1
516,11470,양천구,l,하이브리드(휘발유+전기),1,사업용,97,0,0,0,97
517,11650,서초구,r,수소전기,2,비사업용,23,0,0,0,23
518,11710,송파구,l,하이브리드(휘발유+전기),2,비사업용,27513,33,67,2,27615
519,11470,양천구,a,휘발유,2,비사업용,25697,13,92,0,25802
520,11650,서초구,c,엘피지,2,비사업용,3118,466,991,7,4582
521,11710,송파구,l,하이브리드(휘발유+전기),1,사업용,271,3,1,0,275
522,11470,양천구,a,휘발유,1,사업용,22,0,0,0,22
523,11650,서초구,c,엘피지,1,사업용,958,3,237,30,1228
524,11710,송파구,a,휘발유,2,비사업용,46239,25,187,3,46454
525,11305,강북구,c,엘피지,1,사업용,1783,7,305,4,2099
526,11470,양천구,h,휘발유(무연),2,비사업용,49814,25,64,0,49903
527,11650,서초구,e,전기,2,비사업용,7570,6,466,8,8050
528,11710,송파구,a,휘발유,1,사업용,232,1,0,0,233
529,11305,강북구,e,전기,2,비사업용,1050,31,204,1,1286
530,11470,양천구,h,휘발유(무연),1,사업용,168,0,0,0,168
531,11305,강북구,e,전기,1,사업용,279,147,144,0,570
532,11710,송파구,h,휘발유(무연),2,비사업용,77820,33,100,0,77953
533,11470,양천구,g,휘발유(유연),2,비사업용,41,0,0,0,41
534,11710,송파구,h,휘발유(무연),1,사업용,1370,0,0,0,1370
535,11500,강서구,j,CNG,2,비사업용,9,2,11,0,22
536,11710,송파구,g,휘발유(유연),2,비사업용,60,0,0,0,60
537,11500,강서구,j,CNG,1,사업용,0,207,0,0,207
538,11740,강동구,j,CNG,2,비사업용,9,1,14,0,24
539,11305,강북구,n,하이브리드(LPG+전기),2,비사업용,25,0,0,0,25
540,11500,강서구,b,경유,2,비사업용,36015,3016,13014,412,52457
541,11740,강동구,j,CNG,1,사업용,0,109,0,0,109
542,11305,강북구,n,하이브리드(LPG+전기),1,사업용,10,0,0,0,10
543,11500,강서구,b,경유,1,사업용,443,895,3311,248,4897
544,11305,강북구,m,하이브리드(경유+전기),2,비사업용,75,0,0,0,75
545,11500,강서구,z,기타연료,2,비사업용,3,55,238,64,360
546,11740,강동구,b,경유,2,비사업용,30596,2353,9808,205,42962
547,11500,강서구,z,기타연료,1,사업용,0,0,98,0,98
548,11305,강북구,l,하이브리드(휘발유+전기),2,비사업용,5563,15,28,0,5606
549,11740,강동구,b,경유,1,사업용,110,226,1886,200,2422
550,11500,강서구,q,수소,2,비사업용,219,0,1,0,220
551,11740,강동구,z,기타연료,2,비사업용,2,71,255,53,381
552,11500,강서구,q,수소,1,사업용,7,45,0,0,52
553,11305,강북구,l,하이브리드(휘발유+전기),1,사업용,29,0,2,0,31
554,11740,강동구,z,기타연료,1,사업용,0,0,17,0,17
555,11305,강북구,a,휘발유,2,비사업용,10433,12,71,1,10517
556,11740,강동구,q,수소,2,비사업용,250,0,0,0,250
557,11305,강북구,a,휘발유,1,사업용,3,0,0,0,3
558,11740,강동구,q,수소,1,사업용,3,0,0,0,3
559,11305,강북구,h,휘발유(무연),2,비사업용,24797,20,42,0,24859
560,11740,강동구,r,수소전기,2,비사업용,15,0,0,0,15
561,11305,강북구,h,휘발유(무연),1,사업용,17,0,0,0,17
562,11740,강동구,c,엘피지,2,비사업용,6646,554,1295,15,8510
563,11305,강북구,g,휘발유(유연),2,비사업용,20,0,0,0,20
564,11320,도봉구,j,CNG,2,비사업용,2,2,13,0,17
565,11320,도봉구,j,CNG,1,사업용,0,168,0,0,168
566,11320,도봉구,b,경유,2,비사업용,17264,1633,6374,172,25443
567,11740,강동구,c,엘피지,1,사업용,3574,177,451,0,4202
568,11320,도봉구,b,경유,1,사업용,63,82,1363,146,1654
569,11740,강동구,e,전기,2,비사업용,4253,12,377,4,4646
570,11320,도봉구,z,기타연료,2,비사업용,1,45,120,23,189
571,11740,강동구,e,전기,1,사업용,687,94,226,0,1007
572,11740,강동구,n,하이브리드(LPG+전기),2,비사업용,44,0,0,0,44
573,11320,도봉구,z,기타연료,1,사업용,0,0,5,0,5
574,11740,강동구,n,하이브리드(LPG+전기),1,사업용,9,0,0,0,9
575,11320,도봉구,q,수소,2,비사업용,57,0,1,0,58
576,11740,강동구,m,하이브리드(경유+전기),2,비사업용,340,0,0,0,340
577,11320,도봉구,r,수소전기,2,비사업용,3,0,0,0,3
578,11740,강동구,m,하이브리드(경유+전기),1,사업용,5,0,0,0,5
579,11740,강동구,l,하이브리드(휘발유+전기),2,비사업용,18631,22,46,1,18700
580,11740,강동구,l,하이브리드(휘발유+전기),1,사업용,183,1,3,0,187
581,11740,강동구,a,휘발유,2,비사업용,28030,16,118,0,28164
582,11740,강동구,a,휘발유,1,사업용,35,0,0,0,35
583,11740,강동구,h,휘발유(무연),2,비사업용,56657,17,62,1,56737
584,11740,강동구,h,휘발유(무연),1,사업용,358,0,0,0,358
585,11740,강동구,g,휘발유(유연),2,비사업용,43,0,0,0,43
